location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Sunshine Duration
unit,°F,mm,%,min
level,2 m elevation corrected,sfc,2 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Sunshine Duration
20080903T1000,71.348434,0.0,64.58447,43.636364
20080903T1100,73.40044,0.0,59.773212,32.121212
20080903T1200,74.76844,0.0,58.727364,12.727271
20080903T1300,76.460434,0.0,56.649128,6.060605
20080903T1400,77.72044,0.0,54.63829,26.060608
20080903T1500,77.486435,1.0,52.974636,22.424244
20080903T1600,70.52045,1.0,69.77516,0.0
20080903T1700,65.318436,1.6,85.86665,2.4242413
20080903T1800,62.38444,2.4,93.81029,0.0
20080903T1900,61.64644,3.1,96.60747,0.0
20080903T2000,61.916443,2.1,94.221725,0.37289557
20080903T2100,62.078438,0.9,91.5348,0.0
20080903T2200,61.862442,0.3,91.055626,0.0
20080903T2300,61.80844,0.0,92.29657,0.0
20080904T0000,61.718445,0.0,93.01085,0.0
20080904T0100,62.312443,0.0,91.07209,0.0
20080904T0200,61.970444,0.0,92.89838,0.0
20080904T0300,61.88044,0.2,92.29884,0.0
20080904T0400,61.64644,0.5,93.12882,0.0
20080904T0500,61.26844,0.5,94.26696,0.0
20080904T0600,61.01644,0.4,95.42351,3.3585856
20080904T0700,61.62844,0.3,94.57949,32.121212
20080904T0800,62.18644,0.0,93.204025,16.363636
20080904T0900,61.556442,0.2,90.80904,2.4242413
20080904T1000,61.070442,0.9,92.45228,0.0
20080904T1100,60.692444,0.9,97.218445,15.151516
20080904T1200,61.30444,0.6,96.04517,22.424244
20080904T1300,62.096443,0.2,89.66333,18.78788
20080904T1400,61.68244,0.6,87.69046,0.6060612
20080904T1500,62.204437,0.0,86.13756,0.0
20080904T1600,62.312443,0.0,84.59023,4.242425
20080904T1700,62.63644,0.0,84.00736,21.818182
20080904T1800,62.54644,0.0,84.93509,25.454548
20080904T1900,61.08844,0.0,91.14508,23.636362
20080904T2000,61.286446,0.1,91.92254,2.8188553
20080904T2100,60.60244,0.0,93.82506,0.0
20080904T2200,60.35044,0.0,94.489235,0.0
20080904T2300,59.126442,0.0,96.25803,0.0
20080905T0000,58.85644,0.4,96.06604,0.0
20080905T0100,59.25244,0.4,95.079544,0.0
20080905T0200,59.720444,0.6,94.2294,0.0
20080905T0300,59.306442,0.5,94.4646,0.0
20080905T0400,59.39644,0.3,92.51945,0.0
20080905T0500,59.000443,0.0,93.11248,0.0
20080905T0600,58.46044,0.0,92.97473,5.5437713
20080905T0700,58.71244,0.0,94.14285,49.090908
20080905T0800,61.16044,0.0,90.67638,52.727272
20080905T0900,64.00444,0.0,87.24207,47.272724
20080905T1000,65.78644,0.0,83.02334,45.090908
20080905T1100,69.386444,0.0,71.19954,42.0
20080905T1200,71.67244,0.0,66.69812,45.090908
20080905T1300,74.26444,0.0,61.885258,53.939396
20080905T1400,76.51444,0.0,59.52619,46.363636
20080905T1500,77.68444,0.0,57.915592,43.090904
20080905T1600,78.35044,0.0,58.933968,42.545456
20080905T1700,77.72044,0.0,64.15205,42.363636
20080905T1800,75.65044,0.0,70.26733,42.545456
20080905T1900,70.71844,0.0,79.99373,42.909096
20080905T2000,67.37044,0.0,86.41692,2.6732326
20080905T2100,66.36244,0.0,88.70409,0.0
20080905T2200,65.03044,0.0,89.38417,0.0
20080905T2300,63.842438,0.0,92.06519,0.0
20080906T0000,63.24844,0.0,92.87582,0.0
20080906T0100,62.348442,0.0,92.73031,0.0
20080906T0200,63.57244,0.0,88.978386,0.0
20080906T0300,64.652435,0.0,85.27938,0.0
20080906T0400,62.150444,0.0,91.360374,0.0
20080906T0500,61.736443,0.0,92.47309,0.0
20080906T0600,61.26844,0.1,92.81773,1.8383839
20080906T0700,62.56444,0.7,91.61052,30.303032
20080906T0800,64.25644,0.6,89.294235,25.454548
20080906T0900,65.40844,0.7,87.03397,18.78788
20080906T1000,66.09244,0.9,83.52408,8.48485
20080906T1100,65.78644,1.0,84.36607,7.878789
20080906T1200,66.03844,0.7,82.13835,2.4242413
20080906T1300,65.35444,0.5,81.30097,1.2121224
20080906T1400,63.64444,0.9,80.17953,15.151516
20080906T1500,61.88044,1.2,82.43768,10.30303
20080906T1600,60.998444,1.2,82.26798,7.2727275
20080906T1700,59.90044,1.4,87.08548,0.0
20080906T1800,58.91044,1.6,89.87878,0.0
20080906T1900,58.53244,1.3,91.58794,0.0
20080906T2000,58.28044,1.5,92.422966,0.027272755
20080906T2100,58.24444,1.4,92.48237,0.0
20080906T2200,58.04644,0.8,93.02303,0.0
20080906T2300,58.31644,0.3,94.56418,0.0
20080907T0000,58.08244,0.4,95.48989,0.0
20080907T0100,57.50644,0.0,96.546036,0.0
20080907T0200,57.92044,0.0,96.3008,0.0
20080907T0300,57.470444,0.0,97.43282,0.0
20080907T0400,57.12844,0.0,98.19612,0.0
20080907T0500,57.02044,0.0,97.427376,0.0
20080907T0600,56.89444,0.0,96.03116,0.1912457
20080907T0700,57.65044,0.0,92.52372,14.545455
20080907T0800,58.694443,0.0,87.48049,22.424244
20080907T0900,59.36044,0.0,81.50177,40.606064
20080907T1000,60.90844,0.0,73.22128,39.39394
20080907T1100,62.79844,0.0,67.38427,41.81818
20080907T1200,63.89644,0.0,63.83676,33.939392
20080907T1300,65.33644,0.0,59.28694,20.60606
20080907T1400,66.524445,0.0,56.61427,12.121214
20080907T1500,66.86644,0.0,56.133144,23.030302
20080907T1600,66.50644,0.0,58.188213,27.878788
20080907T1700,65.53444,0.0,63.02858,39.999996
20080907T1800,63.500443,0.0,67.286896,35.757576
20080907T1900,60.33244,0.0,78.55875,36.6
20080907T2000,60.92644,0.0,72.06069,0.0
20080907T2100,60.40444,0.0,73.07268,0.0
20080907T2200,59.03644,0.0,78.24073,0.0
20080907T2300,58.136444,0.0,83.65918,0.0
20080908T0000,58.11844,0.0,83.71349,0.0
20080908T0100,57.596443,0.0,84.236694,0.0
20080908T0200,56.60644,0.0,86.38816,0.0
20080908T0300,56.84044,0.0,84.63747,0.0
20080908T0400,56.04844,0.0,86.64448,0.0
20080908T0500,55.886444,0.0,87.331375,0.0
20080908T0600,55.54444,0.0,87.956085,2.040404
20080908T0700,56.67844,0.0,85.9337,29.69697
20080908T0800,58.42444,0.0,83.29106,37.57576
20080908T0900,60.60244,0.0,79.67941,32.121212
20080908T1000,63.30244,0.1,74.72886,28.48485
20080908T1100,65.28244,0.0,67.27148,43.636364
20080908T1200,67.35244,0.0,62.387077,46.666668
20080908T1300,68.30644,0.0,60.122684,39.39394
20080908T1400,69.89044,0.0,56.259216,22.424244
20080908T1500,70.30444,0.0,54.845505,27.272726
20080908T1600,70.84444,0.0,53.415073,47.272724
20080908T1700,70.34044,0.0,54.59663,57.575756
20080908T1800,68.36044,0.0,60.76872,58.78788
20080908T1900,61.61044,0.0,76.92152,56.770706
20080908T2000,58.91044,0.0,81.19857,0.0
20080908T2100,56.96644,0.0,84.02749,0.0
20080908T2200,55.472443,0.0,86.901665,0.0
20080908T2300,54.69844,0.0,88.02983,0.0
20080909T0000,54.15844,0.0,87.41296,0.0
20080909T0100,53.60044,0.0,86.854355,0.0
20080909T0200,52.862442,0.0,86.577705,0.0
20080909T0300,51.980442,0.0,86.52598,0.0
20080909T0400,51.24244,0.0,87.25109,0.0
20080909T0500,50.306442,0.0,88.21607,0.0
20080909T0600,49.874443,0.0,88.98004,2.0166667
20080909T0700,51.62044,0.0,89.85464,59.81818
20080909T0800,56.22844,0.0,83.81024,60.0
20080909T0900,60.60244,0.0,76.475784,60.0
20080909T1000,64.67044,0.0,70.14881,60.0
20080909T1100,69.22444,0.0,63.99192,60.0
20080909T1200,72.50044,0.0,56.03153,60.0
20080909T1300,75.02045,0.0,49.40974,60.0
20080909T1400,77.00044,0.0,44.86267,58.727276
20080909T1500,77.90044,0.0,43.425797,56.727272
20080909T1600,77.46844,0.0,45.982533,55.454544
20080909T1700,75.68644,0.0,53.33884,47.272724
20080909T1800,72.86044,0.0,63.28181,53.939396
20080909T1900,68.36044,0.0,66.661705,39.39217
20080909T2000,66.272446,0.0,71.90085,0.0
20080909T2100,66.938446,0.0,72.67411,0.0
20080909T2200,66.02045,0.0,76.06289,0.0
20080909T2300,64.56244,0.0,79.3692,0.0
20080910T0000,62.56444,0.0,83.72997,0.0
20080910T0100,61.772438,0.0,85.4433,0.0
20080910T0200,60.67444,0.0,86.61579,0.0
20080910T0300,59.43244,0.0,88.15243,0.0
20080910T0400,59.01844,0.0,88.18987,0.0
20080910T0500,58.91044,0.0,88.5909,0.0
20080910T0600,59.486443,0.0,87.29223,0.46464646
20080910T0700,61.430443,0.0,82.83924,37.57576
20080910T0800,63.06844,0.0,79.92623,45.454544
20080910T0900,65.96644,0.0,75.22318,32.121212
20080910T1000,68.25244,0.0,69.89371,36.969692
20080910T1100,70.484436,0.0,66.73395,43.0303
20080910T1200,71.70844,0.0,66.87415,41.81818
20080910T1300,72.93244,0.0,65.6111,48.545456
20080910T1400,74.39044,0.0,63.468742,41.81818
20080910T1500,75.902435,0.0,61.615974,41.81818
20080910T1600,76.190445,0.0,61.612736,52.121212
20080910T1700,75.65044,0.0,61.781513,55.151512
20080910T1800,73.25644,0.0,72.138374,51.51515
20080910T1900,69.51244,0.0,78.693756,45.748314
20080910T2000,65.930435,0.0,86.727646,0.0
20080910T2100,64.11244,0.0,89.230835,0.0
20080910T2200,62.63644,0.0,90.908134,0.0
20080910T2300,61.57444,0.0,92.051,0.0
20080911T0000,60.26044,0.0,93.20976,0.0
20080911T0100,59.16244,0.0,94.2769,0.0
20080911T0200,58.42444,0.0,94.69026,0.0
20080911T0300,57.88444,0.0,94.2449,0.0
20080911T0400,57.99244,0.0,93.57146,0.0
20080911T0500,57.81244,0.0,93.32137,0.0
20080911T0600,58.17244,0.0,93.02685,0.0
20080911T0700,60.584442,0.0,92.07793,3.5929294
20080911T0800,63.10444,0.0,90.34272,11.515152
20080911T0900,66.14644,0.0,83.68826,40.606064
20080911T1000,69.11644,0.2,78.81296,41.21212
20080911T1100,69.54844,0.0,81.59672,13.333332
20080911T1200,70.772446,0.0,78.643364,21.212122
20080911T1300,71.31244,0.4,77.55,3.6363637
20080911T1400,72.734436,0.4,74.35954,23.636362
20080911T1500,73.74244,0.0,72.506,38.78788
20080911T1600,75.290436,0.0,67.44833,55.151512
20080911T1700,74.930435,0.0,68.91908,52.121212
20080911T1800,72.302444,0.0,78.762955,54.0
20080911T1900,70.21444,0.0,79.09954,40.055153
20080911T2000,66.05644,0.0,87.84741,0.0
20080911T2100,64.97644,0.0,90.01189,0.0
20080911T2200,64.05844,0.0,91.48539,0.0
20080911T2300,63.320442,0.0,91.51877,0.0
20080912T0000,63.86044,0.0,91.36159,0.0
20080912T0100,64.07645,0.0,92.42617,0.0
20080912T0200,63.536438,0.0,93.12205,0.0
20080912T0300,64.022446,0.2,92.5427,0.0
20080912T0400,63.48244,0.4,92.58578,0.0
20080912T0500,63.17644,0.5,92.992805,0.0
20080912T0600,63.05044,0.8,92.929634,0.0
20080912T0700,63.194443,1.2,92.2217,0.0
20080912T0800,62.708443,2.0,92.741,1.2121224
20080912T0900,60.638443,1.2,92.49859,0.0
20080912T1000,59.21644,0.5,88.66362,2.4242413
20080912T1100,60.65644,0.2,82.84058,11.515152
20080912T1200,61.46644,0.1,78.239716,0.0
20080912T1300,62.18644,0.0,74.72107,0.0
20080912T1400,61.57444,0.0,75.557724,0.0
20080912T1500,61.16044,0.0,76.9324,0.0
20080912T1600,60.54844,0.0,77.749,0.0
20080912T1700,60.098442,0.0,78.90428,0.0
20080912T1800,59.55844,0.1,80.97883,2.4242413
20080912T1900,58.53244,0.0,85.81505,3.47761
20080912T2000,58.08244,0.0,86.987755,0.0
20080912T2100,57.83044,0.0,89.12478,0.0
20080912T2200,57.578438,0.0,89.34867,0.0
20080912T2300,56.624443,0.0,94.959335,0.0
20080913T0000,56.67844,0.2,94.96057,0.0
20080913T0100,56.570442,1.1,94.89566,0.0
20080913T0200,56.22844,1.7,94.950226,0.0
20080913T0300,56.138443,1.8,95.07337,0.0
20080913T0400,56.04844,1.6,94.69595,0.0
20080913T0500,55.83244,1.0,94.75323,0.0
20080913T0600,55.72444,0.8,94.56305,0.0
20080913T0700,55.472443,1.0,94.49423,0.0
20080913T0800,55.23844,1.3,94.48827,0.0
20080913T0900,55.25644,0.9,93.98946,0.0
20080913T1000,55.41844,1.0,93.311646,0.0
20080913T1100,55.56244,1.2,93.56345,0.0
20080913T1200,55.43644,0.9,93.31218,0.0
20080913T1300,55.23844,0.9,93.74017,0.0
20080913T1400,55.23844,1.8,94.86431,0.0
20080913T1500,55.40044,1.8,96.06676,0.0
20080913T1600,55.454437,1.5,96.44895,0.0
20080913T1700,55.25644,1.6,96.636795,0.0
20080913T1800,55.23844,2.5,98.5026,0.0
20080913T1900,55.05844,3.3,100.07054,0.0
20080913T2000,55.13044,5.1,100.070656,0.0
20080913T2100,55.09444,3.4,99.67626,0.0
20080913T2200,54.75244,2.9,97.26977,0.0
20080913T2300,54.51844,1.9,95.98641,0.0
20080914T0000,54.014442,1.3,95.40411,0.0
20080914T0100,53.02444,1.0,94.55697,0.0
20080914T0200,51.90844,0.8,93.57892,0.0
20080914T0300,50.540443,0.5,92.84213,0.0
20080914T0400,49.49644,0.5,92.42753,0.0
20080914T0500,48.74044,0.6,91.95861,0.0
20080914T0600,47.66044,0.7,92.10593,0.0
20080914T0700,47.15644,0.4,91.83298,44.327274
20080914T0800,47.98444,0.0,89.12884,47.272724
20080914T0900,49.64044,0.0,84.50752,42.424244
20080914T1000,51.78244,0.0,77.81347,6.060605
20080914T1100,53.33044,0.0,73.8431,0.0
20080914T1200,54.73444,0.0,71.1046,0.6060612
20080914T1300,55.92244,0.0,67.66763,5.454544
20080914T1400,56.85844,0.0,64.91243,4.8484864
20080914T1500,56.91244,0.0,63.855675,1.2121224
20080914T1600,56.42644,0.0,64.947044,2.4242413
20080914T1700,55.94044,0.0,65.78692,4.242425
20080914T1800,54.82444,0.0,68.710526,6.666666
20080914T1900,53.18644,0.0,72.46756,4.0939384
20080914T2000,51.83644,0.0,76.70115,0.0
20080914T2100,50.522438,0.0,78.78084,0.0
20080914T2200,49.31644,0.0,80.88777,0.0
20080914T2300,47.876442,0.0,81.10851,0.0
20080915T0000,46.994442,0.0,82.5802,0.0
20080915T0100,46.22044,0.0,83.68429,0.0
20080915T0200,46.652443,0.0,81.69232,0.0
20080915T0300,45.806442,0.0,82.25778,0.0
20080915T0400,44.56444,0.0,85.1066,0.0
20080915T0500,42.368443,0.0,90.73417,0.0
20080915T0600,42.098442,0.0,91.10637,0.0
20080915T0700,43.35844,0.0,89.45127,38.075756
20080915T0800,45.87844,0.0,84.4834,38.181816
20080915T0900,48.776443,0.0,78.5713,26.060608
20080915T1000,50.59444,0.0,73.8152,0.0
20080915T1100,52.01644,0.0,70.50631,13.333332
20080915T1200,52.862442,0.0,69.77487,12.121214
20080915T1300,53.31244,0.0,70.11735,30.90909
20080915T1400,53.74444,0.0,69.34692,27.272726
20080915T1500,53.90644,0.0,68.3653,19.393942
20080915T1600,53.78044,0.0,68.58744,10.909091
20080915T1700,53.348442,0.0,69.15691,16.969696
20080915T1800,52.30444,0.0,71.62432,15.151516
20080915T1900,51.512444,0.0,71.38755,14.322221
20080915T2000,50.93644,0.0,72.32498,0.0
20080915T2100,50.07244,0.0,75.21431,0.0
20080915T2200,49.17244,0.0,80.150345,0.0
20080915T2300,47.37244,0.0,86.78632,0.0
20080916T0000,46.22044,0.0,89.28593,0.0
20080916T0100,45.374443,0.0,90.99863,0.0
20080916T0200,44.60044,0.0,92.30527,0.0
20080916T0300,44.02444,0.0,93.5791,0.0
20080916T0400,43.89844,0.0,93.50953,0.0
20080916T0500,44.45644,0.0,93.463715,0.0
20080916T0600,43.41244,0.0,95.4716,0.0
20080916T0700,44.81644,0.0,94.84856,20.681818
20080916T0800,47.64244,0.0,90.16181,15.757578
20080916T0900,50.126442,0.0,82.58745,5.454544
20080916T1000,52.664444,0.0,72.813,4.8484864
20080916T1100,54.680443,0.0,66.86773,10.30303
20080916T1200,55.67044,0.0,61.22206,10.909091
20080916T1300,56.53444,0.0,58.1001,12.121214
20080916T1400,57.20044,0.0,54.80356,7.878789
20080916T1500,57.30844,0.0,54.666286,3.6363637
20080916T1600,57.07444,0.0,55.635544,6.060605
20080916T1700,56.318443,0.0,58.51692,8.48485
20080916T1800,54.28444,0.0,65.26069,9.696969
20080916T1900,51.60244,0.0,72.397255,21.482828
20080916T2000,49.24444,0.0,79.491745,0.0
20080916T2100,46.292442,0.0,85.58043,0.0
20080916T2200,44.582443,0.0,88.82806,0.0
20080916T2300,43.466442,0.0,90.65803,0.0
20080917T0000,42.38644,0.0,92.4113,0.0
20080917T0100,41.93644,0.0,92.85007,0.0
20080917T0200,40.85644,0.0,94.13041,0.0
20080917T0300,39.43444,0.0,95.70058,0.0
20080917T0400,39.61444,0.0,95.02872,0.0
20080917T0500,40.244442,0.0,94.31008,0.0
20080917T0600,39.61444,0.0,94.759186,0.0
20080917T0700,40.388443,0.0,95.18651,36.258183
20080917T0800,44.24044,0.0,89.55923,42.181816
20080917T0900,46.88644,0.0,82.4567,42.181816
20080917T1000,49.334442,0.0,75.93118,42.181816
20080917T1100,51.83644,0.0,70.09424,16.363636
20080917T1200,53.36644,0.0,66.24294,36.969692
20080917T1300,54.39244,0.0,63.837452,35.757576
20080917T1400,55.454437,0.0,62.223534,42.181816
20080917T1500,56.10244,0.0,61.922523,42.181816
20080917T1600,56.318443,0.0,61.39548,41.81818
20080917T1700,55.652443,0.0,64.13465,42.181816
20080917T1800,52.50244,0.0,75.24751,42.181816
20080917T1900,48.722443,0.0,82.48192,27.301008
20080917T2000,46.994442,0.0,85.26969,0.0
20080917T2100,45.194443,0.0,89.66982,0.0
20080917T2200,44.096443,0.0,91.515205,0.0
20080917T2300,42.71044,0.0,92.1002,0.0
20080918T0000,41.72044,0.0,92.77631,0.0
20080918T0100,41.23444,0.0,92.82295,0.0
20080918T0200,40.85644,0.0,93.07134,0.0
20080918T0300,40.64044,0.0,93.9236,0.0
20080918T0400,41.216442,0.0,92.95353,0.0
20080918T0500,41.972443,0.0,90.907906,0.0
20080918T0600,42.38644,0.0,90.28832,0.0
20080918T0700,43.05244,0.0,90.13029,34.99919
20080918T0800,45.860443,0.0,84.83748,47.454544
20080918T0900,48.12844,0.0,81.01608,46.727272
20080918T1000,49.98244,0.0,77.7569,42.0
20080918T1100,52.358444,0.0,78.07956,35.151512
20080918T1200,54.42844,0.0,76.05639,33.333336
20080918T1300,56.21044,0.1,75.45441,38.181816
20080918T1400,56.876442,0.2,74.857765,27.878788
20080918T1500,56.96644,0.0,75.93576,22.424244
20080918T1600,56.55244,0.0,77.97332,27.878788
20080918T1700,55.61644,0.0,81.602875,24.242424
20080918T1800,53.888443,0.0,88.81864,11.515152
20080918T1900,53.56444,0.0,88.08904,7.0562296
20080918T2000,51.818443,0.2,92.76054,0.0
20080918T2100,51.584442,0.3,94.01114,0.0
20080918T2200,51.29644,0.2,94.95772,0.0
20080918T2300,50.93644,0.0,93.10721,0.0
20080919T0000,50.34244,0.0,94.548874,0.0
20080919T0100,49.46044,0.0,95.49211,0.0
20080919T0200,48.236443,0.0,96.64145,0.0
20080919T0300,47.96644,0.0,97.16483,0.0
20080919T0400,47.498444,0.0,97.82245,0.0
20080919T0500,47.39044,0.0,98.02149,0.0
20080919T0600,47.21044,0.0,97.95206,0.0
20080919T0700,48.50644,0.0,96.31832,22.496634
20080919T0800,50.77444,0.0,92.47378,24.848484
20080919T0900,53.15044,0.0,87.00469,32.121212
20080919T1000,55.41844,0.0,82.804565,36.36364
20080919T1100,57.776443,0.0,82.31056,29.69697
20080919T1200,60.152443,0.0,78.231895,26.666664
20080919T1300,62.402443,0.0,73.66294,1.2121224
20080919T1400,63.89644,0.0,71.75007,7.878789
20080919T1500,64.56244,0.0,70.04469,7.878789
20080919T1600,64.274445,0.0,70.15217,30.90909
20080919T1700,62.54644,0.0,73.385475,36.969692
20080919T1800,60.33244,0.0,77.62731,52.121212
20080919T1900,57.362442,0.0,84.33358,23.483839
20080919T2000,56.12044,0.0,85.329216,0.0
20080919T2100,55.13044,0.0,84.75459,0.0
20080919T2200,54.248444,0.0,83.562965,0.0
20080919T2300,52.30444,0.0,84.512886,0.0
20080920T0000,51.17044,0.0,85.53967,0.0
20080920T0100,50.360443,0.0,85.84021,0.0
20080920T0200,48.25444,0.0,88.287704,0.0
20080920T0300,47.80444,0.0,88.08083,0.0
20080920T0400,46.94044,0.0,88.03312,0.0
20080920T0500,45.53644,0.0,89.43752,0.0
20080920T0600,44.38444,0.0,90.38432,0.0
20080920T0700,45.680443,0.0,88.45423,45.640404
20080920T0800,48.848442,0.0,79.67887,59.393936
20080920T0900,52.41244,0.0,69.9656,58.78788
20080920T1000,55.778442,0.0,62.051094,57.575756
20080920T1100,58.08244,0.0,55.82291,58.18182
20080920T1200,59.73844,0.0,52.195915,59.393936
20080920T1300,61.03444,0.0,50.464115,59.393936
20080920T1400,62.06044,0.0,48.827084,58.78788
20080920T1500,62.312443,0.0,48.05727,59.393936
20080920T1600,61.70044,0.0,47.893925,59.393936
20080920T1700,60.26044,0.0,50.133614,58.78788
20080920T1800,57.25444,0.0,54.2003,58.78788
20080920T1900,53.49244,0.0,60.7089,30.655556
20080920T2000,51.008442,0.0,66.17816,0.0
20080920T2100,48.362442,0.0,72.39841,0.0
20080920T2200,46.166443,0.0,77.346176,0.0
20080920T2300,45.91444,0.0,74.94998,0.0
20080921T0000,44.31244,0.0,79.28175,0.0
20080921T0100,42.60244,0.0,83.47596,0.0
20080921T0200,41.43244,0.0,85.61918,0.0
20080921T0300,40.568443,0.0,86.91677,0.0
20080921T0400,40.082443,0.0,87.13513,0.0
20080921T0500,39.200443,0.0,88.91117,0.0
20080921T0600,39.146442,0.0,88.27265,0.0
20080921T0700,41.23444,0.0,87.45528,31.851515
20080921T0800,45.17644,0.0,80.14773,41.81818
20080921T0900,47.55244,0.0,75.22369,41.81818
20080921T1000,50.50444,0.0,68.77248,35.757576
20080921T1100,53.51044,0.0,61.096798,24.242424
20080921T1200,55.652443,0.0,57.045937,38.78788
20080921T1300,57.03844,0.0,55.5913,33.939392
20080921T1400,58.11844,0.0,54.253998,21.212122
20080921T1500,59.180443,0.0,51.639088,26.060608
20080921T1600,59.59444,0.0,51.23512,15.757578
20080921T1700,58.388443,0.0,56.610443,28.48485
20080921T1800,55.20244,0.0,66.56295,23.030302
20080921T1900,50.612442,0.0,77.8145,20.069025
20080921T2000,47.930443,0.0,83.98185,0.0
20080921T2100,45.77044,0.0,87.78397,0.0
20080921T2200,44.438442,0.0,89.75737,0.0
20080921T2300,43.610443,0.0,92.07251,0.0
20080922T0000,43.39444,0.0,91.22875,0.0
20080922T0100,42.638443,0.0,92.032524,0.0
20080922T0200,41.75644,0.0,93.17089,0.0
20080922T0300,41.090443,0.0,94.13824,0.0
20080922T0400,41.03644,0.0,94.06998,0.0
20080922T0500,41.32444,0.0,94.14601,0.0
20080922T0600,42.31444,0.0,93.453835,0.0
20080922T0700,41.882442,0.0,94.962204,12.543433
20080922T0800,45.24844,0.0,92.52314,12.121214
20080922T0900,48.34444,0.0,89.39252,33.333336
20080922T1000,51.26044,0.0,83.46754,19.393942
20080922T1100,53.45644,0.0,78.76628,5.454544
20080922T1200,55.86844,0.0,71.27801,8.48485
20080922T1300,57.68644,0.0,66.95773,42.424244
20080922T1400,58.85644,0.0,64.368744,47.878788
20080922T1500,59.19844,0.0,62.67715,40.606064
20080922T1600,58.58644,0.0,65.219055,42.424244
20080922T1700,57.25444,0.0,70.800934,48.484848
20080922T1800,55.43644,0.0,74.05773,44.242424
20080922T1900,52.664444,0.0,81.93329,21.02744
20080922T2000,50.21644,0.0,86.42086,0.0
20080922T2100,48.68644,0.0,87.70581,0.0
20080922T2200,48.38044,0.0,87.991104,0.0
20080922T2300,47.174442,0.0,91.266,0.0
20080923T0000,46.18444,0.0,91.857216,0.0
20080923T0100,45.46444,0.0,93.11046,0.0
20080923T0200,44.834442,0.0,94.12803,0.0
20080923T0300,44.54644,0.0,94.77499,0.0
20080923T0400,43.646442,0.0,95.94438,0.0
20080923T0500,43.610443,0.0,96.21105,0.0
20080923T0600,44.222443,0.0,95.625694,0.0
20080923T0700,45.554443,0.0,94.80392,11.288554
20080923T0800,47.69644,0.0,90.475235,1.8181801
20080923T0900,49.29844,0.0,85.361465,4.242425
20080923T1000,50.81044,0.0,80.56345,0.6060612
20080923T1100,53.20444,0.0,77.622284,4.242425
20080923T1200,55.508442,0.0,69.2647,0.0
20080923T1300,56.80444,0.0,65.08441,1.2121224
20080923T1400,57.542442,0.0,62.890446,0.6060612
20080923T1500,58.40644,0.0,59.87754,3.0303025
20080923T1600,58.46044,0.0,59.843716,3.6363637
20080923T1700,57.50644,0.0,63.18942,7.878789
20080923T1800,55.00444,0.0,67.837524,14.545455
20080923T1900,49.78444,0.0,82.73281,6.9508424
20080923T2000,47.96644,0.0,86.10477,0.0
20080923T2100,48.81244,0.0,82.08972,0.0
20080923T2200,48.70444,0.0,82.25225,0.0
20080923T2300,47.60644,0.0,83.78411,0.0
20080924T0000,46.112442,0.0,86.46853,0.0
20080924T0100,44.222443,0.0,88.560104,0.0
20080924T0200,42.56644,0.0,91.320206,0.0
20080924T0300,41.28844,0.0,92.041046,0.0
20080924T0400,40.37044,0.0,92.78916,0.0
20080924T0500,39.65044,0.0,93.42301,0.0
20080924T0600,39.362442,0.0,94.01275,0.0
20080924T0700,40.244442,0.0,94.84599,35.689445
20080924T0800,44.29444,0.0,92.164536,43.454544
20080924T0900,47.78644,0.0,88.68968,42.0
20080924T1000,50.50444,0.0,85.26371,42.181816
20080924T1100,53.58244,0.0,76.07975,1.2121224
20080924T1200,55.86844,0.0,69.59174,0.0
20080924T1300,57.704437,0.0,64.663795,1.2121224
20080924T1400,58.91044,0.0,64.025,5.454544
20080924T1500,59.792442,0.0,63.313377,6.666666
20080924T1600,59.540443,0.0,66.59123,8.48485
20080924T1700,58.136444,0.0,71.669136,7.2727275
20080924T1800,56.46244,0.0,77.49375,6.060605
20080924T1900,54.46444,0.0,83.63423,1.7252527
20080924T2000,52.71844,0.0,88.641,0.0
20080924T2100,51.96244,0.1,90.41852,0.0
20080924T2200,51.13444,0.2,92.54919,0.0
20080924T2300,52.30444,0.2,89.10048,0.0
20080925T0000,52.30444,0.0,88.86,0.0
20080925T0100,51.90844,0.0,89.44349,0.0
20080925T0200,49.76644,0.0,91.12518,0.0
20080925T0300,48.272438,0.0,92.762596,0.0
20080925T0400,47.60644,0.0,93.44142,0.0
20080925T0500,47.58844,0.0,92.92922,0.0
20080925T0600,48.20044,0.0,92.063644,0.0
20080925T0700,48.97444,0.0,91.77937,10.981817
20080925T0800,51.008442,0.0,90.37657,8.48485
20080925T0900,52.98844,0.2,85.595276,15.757578
20080925T1000,54.87844,0.2,81.60203,20.60606
20080925T1100,55.56244,0.1,79.21379,27.272726
20080925T1200,55.61644,0.0,79.97029,18.18182
20080925T1300,55.958443,0.0,78.76739,27.878788
20080925T1400,56.64244,0.0,77.92871,39.39394
20080925T1500,56.498444,0.0,77.65387,37.57576
20080925T1600,56.98444,0.0,76.39975,42.424244
20080925T1700,55.778442,0.1,79.660576,28.48485
20080925T1800,54.680443,0.0,82.13986,32.727272
20080925T1900,53.61844,0.0,84.20015,9.256061
