location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Sunshine Duration
unit,°F,mm,%,min
level,2 m elevation corrected,sfc,2 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Sunshine Duration
20080224T1700,61.80844,0.0,51.86073,60.0
20080224T1800,58.92844,0.0,50.95328,60.0
20080224T1900,56.10244,0.0,54.98649,7.8333335
20080224T2000,54.82444,0.0,54.911255,0.0
20080224T2100,49.62244,0.0,63.203617,0.0
20080224T2200,47.084442,0.0,68.84755,0.0
20080224T2300,46.41844,0.0,70.00565,0.0
20080225T0000,45.716442,0.0,71.69394,0.0
20080225T0100,44.49244,0.0,73.5299,0.0
20080225T0200,44.45644,0.0,74.585144,0.0
20080225T0300,43.466442,0.0,76.48209,0.0
20080225T0400,42.65644,0.0,78.511925,0.0
20080225T0500,42.35044,0.0,79.559105,0.0
20080225T0600,42.20644,0.0,79.66024,0.0
20080225T0700,42.04444,0.0,80.218475,0.0
20080225T0800,42.47644,0.0,80.1988,29.773333
20080225T0900,45.896442,0.0,76.77555,42.181816
20080225T1000,49.40644,0.0,70.85163,42.545456
20080225T1100,51.83644,0.0,63.321518,42.909096
20080225T1200,54.068443,0.0,59.02064,42.727272
20080225T1300,56.22844,0.0,55.627384,42.909096
20080225T1400,57.18244,0.0,54.83929,47.63636
20080225T1500,58.01044,0.0,53.14793,53.272724
20080225T1600,58.15444,0.0,52.282673,58.18182
20080225T1700,57.03844,0.0,59.43967,58.78788
20080225T1800,51.152443,0.0,68.99453,58.18182
20080225T1900,48.07444,0.0,71.95923,9.177441
20080225T2000,45.75244,0.0,76.81591,0.0
20080225T2100,43.48444,0.0,80.801834,0.0
20080225T2200,41.90044,0.0,82.47553,0.0
20080225T2300,41.90044,0.0,83.960106,0.0
20080226T0000,41.090443,0.0,85.41284,0.0
20080226T0100,40.10044,0.0,87.13626,0.0
20080226T0200,40.15444,0.0,87.32683,0.0
20080226T0300,39.50644,0.0,88.61046,0.0
20080226T0400,38.37244,0.0,90.47608,0.0
20080226T0500,38.750443,0.0,89.39803,0.0
20080226T0600,38.228443,0.0,89.627235,0.0
20080226T0700,37.97644,0.0,89.80752,0.0
20080226T0800,39.326443,0.0,88.72727,42.44613
20080226T0900,44.618443,0.0,82.62969,57.575756
20080226T1000,49.85644,0.0,73.532196,46.666668
20080226T1100,52.89844,0.0,68.864586,37.57576
20080226T1200,55.99444,0.0,66.15733,32.727272
20080226T1300,58.730442,0.0,58.25089,15.757578
20080226T1400,59.846443,0.0,57.451385,29.69697
20080226T1500,59.540443,0.0,58.930283,17.575756
20080226T1600,58.92844,0.0,58.118126,15.151516
20080226T1700,57.722443,0.0,59.001408,9.696969
20080226T1800,56.480442,0.2,62.967693,1.8181801
20080226T1900,54.44644,0.5,73.55339,0.0
20080226T2000,53.60044,0.6,78.83244,0.0
20080226T2100,53.222443,0.7,81.309326,0.0
20080226T2200,52.53844,0.4,84.29906,0.0
20080226T2300,51.53044,0.3,86.85307,0.0
20080227T0000,51.278442,0.3,87.609955,0.0
20080227T0100,51.06244,0.2,89.524475,0.0
20080227T0200,50.28844,0.2,91.457184,0.0
20080227T0300,48.848442,0.1,93.29109,0.0
20080227T0400,48.30844,0.1,92.827385,0.0
20080227T0500,47.82244,0.2,89.92226,0.0
20080227T0600,46.346443,0.0,89.78904,0.0
20080227T0700,45.51844,0.0,87.76957,0.0
20080227T0800,44.78044,0.0,84.76315,9.313132
20080227T0900,45.64444,0.0,81.4969,15.757578
20080227T1000,46.85044,0.0,73.574684,25.454548
20080227T1100,48.65044,0.0,65.69011,13.333332
20080227T1200,49.550438,0.0,61.06572,12.121214
20080227T1300,50.28844,0.0,56.4551,18.18182
20080227T1400,50.77444,0.0,54.7673,23.030302
20080227T1500,51.458443,0.0,53.392197,9.696969
20080227T1600,50.846443,0.0,53.87758,21.212122
20080227T1700,49.91044,0.0,56.68354,15.151516
20080227T1800,47.33644,0.0,63.073956,15.757578
20080227T1900,44.49244,0.0,73.21479,4.3956227
20080227T2000,45.12244,0.0,68.066925,0.0
20080227T2100,43.916443,0.0,69.80769,0.0
20080227T2200,42.56644,0.0,70.50924,0.0
20080227T2300,39.00244,0.0,79.369835,0.0
20080228T0000,36.986443,0.0,82.85901,0.0
20080228T0100,34.84444,0.0,86.479225,0.0
20080228T0200,34.376442,0.0,88.308266,0.0
20080228T0300,34.160442,0.0,89.33779,0.0
20080228T0400,33.278442,0.0,89.946945,0.0
20080228T0500,32.756443,0.0,91.118904,0.0
20080228T0600,31.604443,0.0,91.53353,0.0
20080228T0700,30.704441,0.0,91.28525,0.0
20080228T0800,33.35044,0.0,90.34859,46.044613
20080228T0900,38.51644,0.0,85.23344,57.575756
20080228T1000,43.08844,0.0,78.49591,43.636364
20080228T1100,47.15644,0.0,69.3485,26.666664
20080228T1200,49.388443,0.0,65.088394,43.0303
20080228T1300,50.34244,0.0,63.165943,39.39394
20080228T1400,51.386444,0.0,61.017952,40.606064
20080228T1500,52.64644,0.0,59.026077,32.727272
20080228T1600,53.258442,0.0,58.531475,35.151512
20080228T1700,52.52044,0.0,65.35468,33.333336
20080228T1800,50.43244,0.0,68.61907,33.333336
20080228T1900,48.43444,0.0,74.31534,8.736363
20080228T2000,48.416443,0.0,73.48252,0.0
20080228T2100,46.508442,0.0,78.42121,0.0
20080228T2200,45.986443,0.0,81.06764,0.0
20080228T2300,48.43444,0.0,76.322044,0.0
20080229T0000,48.164444,0.0,78.18784,0.0
20080229T0100,48.362442,0.0,78.973724,0.0
20080229T0200,49.028442,0.0,79.47312,0.0
20080229T0300,49.83844,0.0,79.43269,0.0
20080229T0400,49.35244,0.0,84.72106,0.0
20080229T0500,50.64844,0.0,85.68222,0.0
20080229T0600,51.04444,0.2,88.9176,0.0
20080229T0700,51.13444,0.0,90.750435,0.0
20080229T0800,51.22444,0.2,90.20253,0.0
20080229T0900,51.83644,0.0,88.41641,0.0
20080229T1000,52.484444,0.0,86.61425,0.6060612
20080229T1100,52.17844,0.1,89.27516,8.48485
20080229T1200,53.58244,0.1,85.11322,13.939394
20080229T1300,54.21244,0.1,82.32757,4.242425
20080229T1400,55.346443,0.1,77.498566,6.666666
20080229T1500,55.36444,0.2,74.505844,8.48485
20080229T1600,54.44644,0.2,77.470085,16.363636
20080229T1700,54.194443,0.1,77.50006,23.636362
20080229T1800,53.708443,0.0,77.93325,7.2727275
20080229T1900,53.79844,0.0,76.83207,0.0
20080229T2000,54.26644,0.2,75.00912,0.0
20080229T2100,54.050438,0.2,75.296265,0.0
20080229T2200,54.28444,0.3,73.83958,0.0
20080229T2300,53.69044,0.4,79.48715,0.0
20080301T0000,53.42044,0.2,80.116684,0.0
20080301T0100,53.38444,0.3,79.299095,0.0
20080301T0200,52.80844,0.5,80.61477,0.0
20080301T0300,52.88044,0.4,80.51066,0.0
20080301T0400,52.21444,0.5,83.42104,0.0
20080301T0500,51.386444,0.7,86.60865,0.0
20080301T0600,51.13444,1.0,87.244995,0.0
20080301T0700,51.386444,0.8,85.20402,0.0
20080301T0800,51.818443,0.5,83.10894,0.0
20080301T0900,52.23244,0.6,83.13865,0.0
20080301T1000,52.52044,0.6,83.15922,1.8181801
20080301T1100,52.88044,1.0,81.671165,8.48485
20080301T1200,53.18644,0.5,74.95363,12.121214
20080301T1300,52.93444,0.5,69.92852,30.303032
20080301T1400,54.068443,0.2,65.23321,36.969692
20080301T1500,55.652443,0.0,56.13136,42.424244
20080301T1600,55.472443,0.0,53.892994,38.181816
20080301T1700,54.89644,0.0,54.073093,32.727272
20080301T1800,54.08644,0.0,52.92229,24.848484
20080301T1900,53.00644,0.0,54.59762,6.861953
20080301T2000,51.96244,0.0,57.930534,0.0
20080301T2100,51.40444,0.0,60.502937,0.0
20080301T2200,51.386444,0.0,61.061256,0.0
20080301T2300,51.278442,0.0,60.829914,0.0
20080302T0000,51.098442,0.0,60.589012,0.0
20080302T0100,50.486443,0.0,62.56057,0.0
20080302T0200,50.46844,0.0,62.292034,0.0
20080302T0300,50.09044,0.0,64.21688,0.0
20080302T0400,49.94644,0.0,65.71702,0.0
20080302T0500,49.85644,0.0,68.7432,0.0
20080302T0600,49.83844,0.0,73.5817,0.0
20080302T0700,50.414444,0.1,75.19619,0.0
20080302T0800,50.666443,0.0,76.43119,3.2535355
20080302T0900,50.75644,0.0,76.54578,13.333332
20080302T1000,51.20644,0.1,74.91092,14.545455
20080302T1100,51.53044,0.0,73.75892,1.2121224
20080302T1200,52.556442,0.0,69.83648,0.6060612
20080302T1300,52.952442,0.2,69.49537,0.0
20080302T1400,53.708443,0.0,66.42409,0.0
20080302T1500,54.44644,0.0,65.05493,0.0
20080302T1600,54.84244,0.0,64.970055,0.6060612
20080302T1700,54.068443,0.0,66.51498,1.8181801
20080302T1800,53.16844,0.0,69.56866,3.0303025
20080302T1900,51.92644,0.0,73.44325,0.37340105
20080302T2000,51.44044,0.0,75.87337,0.0
20080302T2100,50.91844,0.0,77.78862,0.0
20080302T2200,50.846443,0.0,77.78204,0.0
20080302T2300,50.86444,0.0,78.81085,0.0
20080303T0000,50.576443,0.0,79.38629,0.0
20080303T0100,50.14444,0.0,80.39786,0.0
20080303T0200,49.67644,0.0,81.19709,0.0
20080303T0300,49.01044,0.0,82.04815,0.0
20080303T0400,49.19044,0.0,81.496086,0.0
20080303T0500,49.730442,0.0,80.197,0.0
20080303T0600,50.360443,0.0,79.5324,0.0
20080303T0700,50.90044,0.0,77.733246,0.0
20080303T0800,50.64844,0.0,78.900795,3.3707073
20080303T0900,51.24244,0.2,77.76442,7.2727275
20080303T1000,51.29644,0.3,77.876686,16.969696
20080303T1100,51.20644,0.3,81.26259,5.454544
20080303T1200,52.03444,0.4,79.83825,7.878789
20080303T1300,52.44844,0.3,78.03404,5.454544
20080303T1400,52.80844,0.5,76.21473,23.030302
20080303T1500,51.800438,0.5,72.41866,2.4242413
20080303T1600,48.164444,0.6,80.79373,0.0
20080303T1700,45.35644,0.7,83.680046,0.0
20080303T1800,43.89844,0.4,82.749344,0.0
20080303T1900,42.152443,0.0,85.06108,3.4314814
20080303T2000,40.65844,0.2,86.922455,0.0
20080303T2100,39.146442,0.0,87.32695,0.0
20080303T2200,37.832443,0.0,88.19514,0.0
20080303T2300,37.994442,0.0,86.6264,0.0
20080304T0000,36.77044,0.0,87.62122,0.0
20080304T0100,35.76244,0.0,88.00613,0.0
20080304T0200,34.98844,0.0,86.99761,0.0
20080304T0300,34.952442,0.0,88.2786,0.0
20080304T0400,34.14244,0.0,88.22917,0.0
20080304T0500,34.44844,0.0,85.56664,0.0
20080304T0600,34.466442,0.0,87.4755,0.0
20080304T0700,34.97044,0.2,87.379654,0.0
20080304T0800,35.42044,0.7,89.604515,3.487879
20080304T0900,36.068443,0.6,90.490265,6.060605
20080304T1000,36.554443,0.3,92.36672,6.666666
20080304T1100,39.07444,0.2,79.54969,25.454548
20080304T1200,40.208443,0.2,73.86054,38.181816
20080304T1300,40.55044,0.2,68.587814,32.121212
20080304T1400,41.32444,0.2,62.791004,39.999996
20080304T1500,41.73844,0.3,63.174515,35.151512
20080304T1600,41.91844,0.2,66.242256,35.757576
20080304T1700,40.64044,0.6,72.46845,30.90909
20080304T1800,38.264442,0.7,78.782486,28.48485
20080304T1900,35.96044,0.4,90.484726,8.463131
20080304T2000,35.20444,0.1,94.88932,0.0
20080304T2100,34.93444,0.2,94.12578,0.0
20080304T2200,35.16844,0.3,90.64188,0.0
20080304T2300,35.222443,0.3,90.710686,0.0
20080305T0000,35.186443,0.2,91.371826,0.0
20080305T0100,35.276443,0.1,88.8804,0.0
20080305T0200,34.77244,0.0,86.91962,0.0
20080305T0300,34.05244,0.0,87.06375,0.0
20080305T0400,33.96244,0.0,86.22822,0.0
20080305T0500,33.62044,0.0,87.87293,0.0
20080305T0600,33.29644,0.0,84.915955,0.0
20080305T0700,32.72044,0.0,84.62098,0.0
20080305T0800,32.52244,0.0,82.61405,18.020203
20080305T0900,33.062443,0.0,78.925255,30.90909
20080305T1000,34.214443,0.0,71.17893,36.969692
20080305T1100,35.312443,0.0,68.89379,19.393942
20080305T1200,36.896442,0.0,55.974316,39.39394
20080305T1300,37.58044,0.0,48.998714,41.21212
20080305T1400,38.40844,0.0,46.15769,44.242424
20080305T1500,38.318443,0.0,45.749863,41.81818
20080305T1600,38.048443,0.0,47.290577,46.060608
20080305T1700,37.166443,0.0,48.814747,46.060608
20080305T1800,36.64444,0.0,47.97394,55.151512
20080305T1900,35.29444,0.0,53.901546,20.878786
20080305T2000,33.818443,0.0,59.704437,0.0
20080305T2100,31.910442,0.0,67.00289,0.0
20080305T2200,30.326443,0.0,72.3959,0.0
20080305T2300,28.148441,0.0,80.01192,0.0
20080306T0000,26.690441,0.0,83.76022,0.0
20080306T0100,25.880442,0.0,85.64031,0.0
20080306T0200,25.286442,0.0,86.38695,0.0
20080306T0300,24.098442,0.0,88.38515,0.0
20080306T0400,23.68444,0.0,89.66053,0.0
20080306T0500,23.648441,0.0,89.72739,0.0
20080306T0600,23.468441,0.0,90.82853,0.0
20080306T0700,23.162441,0.0,90.53164,1.1838384
20080306T0800,27.140442,0.0,85.21497,53.272724
20080306T0900,30.632442,0.0,77.91662,53.454544
20080306T1000,33.53044,0.0,67.01687,47.878788
20080306T1100,36.48244,0.0,53.88765,52.727272
20080306T1200,38.85844,0.0,44.44248,59.393936
20080306T1300,40.730442,0.0,39.604706,60.0
20080306T1400,41.93644,0.0,36.628925,60.0
20080306T1500,42.944443,0.0,34.464516,60.0
20080306T1600,43.21444,0.0,34.539,60.0
20080306T1700,42.29644,0.0,38.87175,60.0
20080306T1800,37.994442,0.0,47.20809,59.636364
20080306T1900,33.026443,0.0,58.85144,24.153635
20080306T2000,31.784441,0.0,63.0876,0.0
20080306T2100,30.938442,0.0,67.28348,0.0
20080306T2200,29.768442,0.0,72.55066,0.0
20080306T2300,28.724442,0.0,74.80114,0.0
20080307T0000,29.012442,0.0,74.7765,0.0
20080307T0100,29.552443,0.0,75.23903,0.0
20080307T0200,28.18444,0.0,80.19883,0.0
20080307T0300,27.374441,0.0,80.86099,0.0
20080307T0400,26.780441,0.0,82.18019,0.0
20080307T0500,26.600441,0.0,82.66959,0.0
20080307T0600,27.770441,0.0,79.30511,0.0
20080307T0700,27.446442,0.0,80.374054,2.5628786
20080307T0800,29.984442,0.0,80.79561,46.363636
20080307T0900,33.368443,0.0,70.54042,45.636364
20080307T1000,35.99644,0.0,64.07918,43.090904
20080307T1100,38.85844,0.0,58.537582,42.181816
20080307T1200,41.126442,0.0,54.306168,42.0
20080307T1300,42.71044,0.0,53.187836,41.81818
20080307T1400,43.71844,0.0,52.559074,42.0
20080307T1500,44.45644,0.0,52.01507,42.0
20080307T1600,44.42044,0.0,55.029194,38.78788
20080307T1700,42.87244,0.0,64.9764,24.242424
20080307T1800,40.64044,0.0,63.819176,19.393942
20080307T1900,38.06644,0.0,69.19105,5.239058
20080307T2000,35.924442,0.0,74.59111,0.0
20080307T2100,35.54644,0.0,76.17322,0.0
20080307T2200,36.05044,0.0,77.0197,0.0
20080307T2300,37.70644,0.0,79.42388,0.0
20080308T0000,37.63444,0.0,80.29289,0.0
20080308T0100,37.598442,0.2,82.30649,0.0
20080308T0200,37.346443,0.2,84.53341,0.0
20080308T0300,37.112442,0.1,86.819954,0.0
20080308T0400,36.626442,0.1,89.60544,0.0
20080308T0500,36.626442,0.1,91.63863,0.0
20080308T0600,36.21244,0.1,93.49412,0.0
20080308T0700,36.60844,0.1,93.77941,0.0
20080308T0800,36.87844,0.1,93.51961,0.0
20080308T0900,38.42644,0.0,92.84415,1.8181801
20080308T1000,40.514442,0.0,89.428795,6.060605
20080308T1100,41.57644,0.0,85.68993,9.090908
20080308T1200,43.466442,0.1,80.68548,10.30303
20080308T1300,45.21244,0.1,75.62676,3.0303025
20080308T1400,46.25644,0.0,72.216255,12.727271
20080308T1500,46.97644,0.0,69.12957,11.515152
20080308T1600,46.92244,0.0,69.36988,9.090908
20080308T1700,46.79644,0.0,70.601074,6.060605
20080308T1800,45.87844,0.0,70.09192,10.909091
20080308T1900,43.34044,0.0,78.799965,3.877105
20080308T2000,40.55044,0.0,85.681694,0.0
20080308T2100,38.24644,0.0,90.534805,0.0
20080308T2200,36.57244,0.0,91.63615,0.0
20080308T2300,36.51844,0.0,91.17081,0.0
20080309T0000,34.44844,0.0,93.085434,0.0
20080309T0100,33.458443,0.0,93.59083,0.0
20080309T0200,33.188442,0.0,92.48884,0.0
20080309T0300,32.52244,0.0,91.84857,0.0
20080309T0400,32.72044,0.0,91.52053,0.0
20080309T0500,31.964441,0.0,92.09361,0.0
20080309T0600,32.360443,0.0,91.43554,0.0
20080309T0700,32.702442,0.0,90.04797,3.963636
20080309T0800,34.84444,0.0,88.92024,39.39394
20080309T0900,38.12044,0.0,85.205376,43.0303
20080309T1000,42.152443,0.0,78.127686,44.18182
20080309T1100,45.806442,0.0,69.037445,27.878788
20080309T1200,48.88444,0.0,62.16321,20.60606
20080309T1300,51.24244,0.0,56.193565,1.2121224
20080309T1400,52.68244,0.0,52.365383,0.6060612
20080309T1500,53.762444,0.0,48.71961,10.30303
20080309T1600,54.230442,0.0,47.993378,16.969696
20080309T1700,53.13244,0.0,49.183407,19.393942
20080309T1800,50.43244,0.0,55.190563,24.848484
20080309T1900,48.38044,0.0,59.77191,5.5432663
20080309T2000,47.570442,0.0,62.563786,0.0
20080309T2100,48.20044,0.0,60.963303,0.0
20080309T2200,48.326443,0.0,63.39001,0.0
20080309T2300,47.66044,0.2,70.95216,0.0
20080310T0000,47.10244,0.2,74.1762,0.0
20080310T0100,46.526443,0.0,75.491936,0.0
20080310T0200,45.60844,0.0,77.6768,0.0
20080310T0300,44.258442,0.0,80.98163,0.0
20080310T0400,43.952442,0.0,81.358894,0.0
20080310T0500,43.19644,0.0,83.04785,0.0
20080310T0600,41.57644,0.0,86.24075,0.0
20080310T0700,40.694443,0.0,87.4224,2.709596
20080310T0800,42.04444,0.0,84.93265,15.757578
20080310T0900,45.64444,0.0,78.2314,26.060608
20080310T1000,47.46244,0.0,70.32806,34.545456
20080310T1100,50.000443,0.0,64.57035,41.81818
20080310T1200,51.800438,0.0,59.91763,16.969696
20080310T1300,52.23244,0.0,57.272804,1.2121224
20080310T1400,52.34044,0.0,55.55876,0.0
20080310T1500,52.916443,0.0,53.502224,0.0
20080310T1600,52.124443,0.1,57.053253,0.0
20080310T1700,50.306442,0.4,61.96057,0.0
20080310T1800,48.61444,0.7,71.51362,0.0
20080310T1900,47.498444,0.9,75.69624,0.3067343
20080310T2000,46.652443,0.7,78.269,0.0
20080310T2100,46.70644,0.0,75.72374,0.0
20080310T2200,46.41844,0.0,75.855545,0.0
20080310T2300,46.13044,0.0,72.40805,0.0
20080311T0000,45.87844,0.0,71.91719,0.0
20080311T0100,45.77044,0.0,70.531715,0.0
20080311T0200,45.410442,0.1,71.96707,0.0
20080311T0300,45.30244,0.1,72.67816,0.0
20080311T0400,45.78844,0.0,70.38269,0.0
20080311T0500,45.48244,0.0,70.64954,0.0
20080311T0600,44.618443,0.0,72.70626,0.0
20080311T0700,44.096443,0.0,73.381546,3.8579125
20080311T0800,43.98844,0.0,73.63333,27.878788
20080311T0900,44.60044,0.0,71.82381,32.727272
20080311T1000,45.57244,0.1,70.60951,30.90909
20080311T1100,46.58044,0.0,64.254715,47.272724
20080311T1200,48.272438,0.0,59.67027,35.757576
20080311T1300,49.58644,0.0,56.55338,24.848484
20080311T1400,50.64844,0.0,53.963768,9.696969
20080311T1500,49.694443,0.0,60.347748,1.2121224
20080311T1600,49.568443,0.0,62.03562,1.2121224
20080311T1700,49.568443,0.2,64.97333,3.6363637
20080311T1800,47.58844,1.0,78.96033,2.4242413
20080311T1900,47.53444,0.3,83.95384,0.0
20080311T2000,48.236443,0.1,86.59866,0.0
20080311T2100,49.58644,0.0,86.85823,0.0
20080311T2200,50.59444,0.0,86.26656,0.0
20080311T2300,51.85444,0.1,85.93258,0.0
20080312T0000,52.34044,0.2,86.25428,0.0
20080312T0100,52.39444,0.2,87.43403,0.0
20080312T0200,52.62844,0.3,86.85746,0.0
20080312T0300,53.24044,0.3,85.37967,0.0
20080312T0400,53.38444,0.5,85.79347,0.0
20080312T0500,52.862442,0.9,86.052216,0.0
20080312T0600,52.75444,1.2,84.31353,0.0
20080312T0700,52.250443,0.5,84.1651,0.0
20080312T0800,52.03444,2.0,82.16558,0.0
20080312T0900,52.71844,1.4,81.21466,3.6363637
20080312T1000,53.00644,0.8,82.23831,13.939394
20080312T1100,53.78044,1.3,83.587105,7.878789
20080312T1200,53.33044,1.8,83.103966,24.242424
20080312T1300,52.93444,1.2,78.50599,26.666664
20080312T1400,52.84444,0.0,73.74219,21.212122
20080312T1500,53.31244,0.3,64.50275,30.303032
20080312T1600,50.612442,0.3,69.41557,19.393942
20080312T1700,49.80244,0.0,66.11848,12.121214
20080312T1800,48.50644,0.0,63.05241,37.57576
20080312T1900,47.066444,0.0,62.17955,24.218182
20080312T2000,45.716442,0.0,63.814636,0.0
20080312T2100,45.230442,0.0,65.29045,0.0
20080312T2200,44.85244,0.0,64.7693,0.0
20080312T2300,43.89844,0.1,65.16107,0.0
20080313T0000,43.466442,0.1,66.68667,0.0
20080313T0100,43.14244,0.2,68.56135,0.0
20080313T0200,42.944443,0.3,69.33748,0.0
20080313T0300,43.10644,0.1,68.01135,0.0
20080313T0400,43.17844,0.0,66.50394,0.0
20080313T0500,43.21444,0.0,65.92973,0.0
20080313T0600,42.90844,0.0,66.03385,0.0
20080313T0700,43.57444,0.0,65.35553,10.474747
20080313T0800,43.82644,0.0,66.4431,25.454548
20080313T0900,44.78044,0.0,66.23036,9.696969
20080313T1000,45.860443,0.0,63.834156,27.878788
20080313T1100,47.30044,0.0,61.055984,24.242424
20080313T1200,48.09244,0.0,59.601276,10.30303
20080313T1300,49.262444,0.0,56.750153,26.060608
20080313T1400,49.96444,0.0,56.365875,20.60606
20080313T1500,49.96444,0.0,56.44716,4.8484864
20080313T1600,49.85644,0.0,56.0255,0.0
20080313T1700,49.06444,0.0,58.80347,0.0
20080313T1800,48.52444,0.0,60.39811,7.2727275
20080313T1900,47.15644,0.0,64.47053,3.861111
20080313T2000,46.14844,0.0,68.047775,0.0
20080313T2100,45.896442,0.0,68.604454,0.0
20080313T2200,46.202442,0.0,67.81101,0.0
20080313T2300,46.05844,0.0,67.259926,0.0
20080314T0000,46.32844,0.0,67.24576,0.0
20080314T0100,46.652443,0.0,66.99802,0.0
20080314T0200,46.94044,0.0,68.73194,0.0
20080314T0300,46.63444,0.2,75.71652,0.0
20080314T0400,46.97644,0.2,82.11877,0.0
20080314T0500,47.53444,0.3,85.66104,0.0
20080314T0600,48.66844,0.1,85.97046,0.0
20080314T0700,49.15444,0.0,85.58755,1.0464647
20080314T0800,49.64044,0.2,84.85699,0.0
20080314T0900,50.28844,0.3,83.685265,4.8484864
20080314T1000,50.95444,0.1,82.93279,2.4242413
20080314T1100,52.59244,0.0,81.98368,4.242425
20080314T1200,54.42844,0.0,76.108284,12.727271
20080314T1300,56.192444,0.0,69.3435,22.424244
20080314T1400,56.69644,0.0,66.51749,26.060608
20080314T1500,57.32644,0.0,64.129234,30.90909
20080314T1600,57.39844,0.0,62.914825,28.48485
20080314T1700,56.98444,0.0,62.9037,33.333336
20080314T1800,55.85044,0.0,64.47159,30.303032
20080314T1900,51.944443,0.0,75.14038,15.730472
20080314T2000,52.71844,0.0,71.27402,0.0
20080314T2100,51.67444,0.0,74.02986,0.0
20080314T2200,47.55244,0.0,82.79536,0.0
20080314T2300,46.652443,0.0,83.8325,0.0
20080315T0000,46.07644,0.0,85.685814,0.0
20080315T0100,45.17644,0.0,86.83447,0.0
20080315T0200,43.19644,0.0,88.69069,0.0
20080315T0300,41.03644,0.0,90.99309,0.0
20080315T0400,40.80244,0.0,91.04676,0.0
20080315T0500,40.78444,0.0,91.434364,0.0
20080315T0600,40.028442,0.0,92.70974,0.0
20080315T0700,39.27244,0.0,94.27769,13.245117
20080315T0800,42.31444,0.0,92.538536,9.090908
20080315T0900,47.192444,0.0,84.69208,29.69697
20080315T1000,51.13444,0.0,77.540184,42.363636
20080315T1100,54.73444,0.0,72.08702,50.181816
20080315T1200,57.596443,0.0,67.17585,42.363636
20080315T1300,60.026443,0.0,62.401546,42.545456
20080315T1400,61.64644,0.0,57.470566,41.21212
20080315T1500,62.67244,0.0,54.85257,21.212122
20080315T1600,62.92444,0.0,52.137356,12.121214
20080315T1700,62.006443,0.0,59.473934,24.242424
20080315T1800,59.86444,0.0,60.823105,42.181816
20080315T1900,55.27444,0.0,69.858665,26.606716
20080315T2000,52.59244,0.0,75.101105,0.0
20080315T2100,50.972443,0.0,81.29995,0.0
20080315T2200,51.11644,0.0,82.32171,0.0
20080315T2300,54.26644,0.0,74.906624,0.0
20080316T0000,54.89644,0.7,76.360176,0.0
20080316T0100,52.556442,0.7,81.42387,0.0
20080316T0200,51.026443,0.3,82.03307,0.0
20080316T0300,50.55844,0.0,79.98954,0.0
20080316T0400,50.19844,0.0,78.58894,0.0
20080316T0500,49.42444,0.0,77.11308,0.0
20080316T0600,49.40644,0.0,73.38176,0.0
20080316T0700,49.29844,0.0,70.54082,13.328958
20080316T0800,49.46044,0.0,67.63651,41.81818
20080316T0900,50.68444,0.0,64.98057,29.09091
20080316T1000,51.31444,0.0,64.559814,16.969696
20080316T1100,51.62044,0.0,63.33735,9.090908
20080316T1200,51.980442,0.2,64.78305,9.696969
20080316T1300,52.556442,0.1,63.729996,7.878789
20080316T1400,52.28644,0.4,63.426098,18.78788
20080316T1500,51.11644,0.1,65.727585,29.09091
20080316T1600,51.29644,0.1,67.766426,39.999996
20080316T1700,51.53044,0.0,66.66391,46.0
20080316T1800,49.19044,0.2,74.08183,21.212122
20080316T1900,48.66844,0.1,76.71932,11.068013
20080316T2000,47.750443,0.0,81.83626,0.0
20080316T2100,47.66044,0.5,82.22914,0.0
